date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2022-11-30,3141.4,3158.57,3151.34,3137.37,3727183.25,1.59,0.05,3114.128,3105.42,3088.709,3297788.5,3145643.85,3112095.29
2022-11-29,3096.11,3152.0,3149.75,3096.11,3914497.5,71.2,2.31,3103.242,3102.284,3081.31,3204662.75,3076355.38,3088275.25
2022-11-28,3055.29,3080.18,3078.55,3034.7,3058112.75,-23.14,-0.75,3091.08,3100.717,3072.283,3076895.1,3016376.2,3052455.16
2022-11-25,3085.46,3111.42,3101.69,3077.97,3114319.75,12.38,0.4,3092.378,3101.202,3063.029,2977363.65,3072353.15,3050546.63
2022-11-24,3104.1,3113.24,3089.31,3084.86,2674829.25,-7.6,-0.24,3091.488,3099.762,3053.741,2954408.25,3170525.7,3041096.29
2022-11-23,3084.74,3108.24,3096.91,3075.32,3261554.5,7.97,0.26,3096.712,3094.444,3048.421,2993499.2,3173414.58,3040158.95
2022-11-22,3084.23,3118.12,3088.94,3076.32,3275659.25,3.9,0.13,3101.326,3089.57,3043.55,2948048.0,3082896.45,3011425.98
2022-11-21,3078.06,3085.24,3085.04,3056.17,2560455.5,-12.2,-0.39,3110.354,3087.125,3037.917,2955857.3,3011852.53,2975420.09
2022-11-18,3116.73,3126.71,3097.24,3096.89,2999542.75,-18.19,-0.58,3110.026,3086.403,3032.543,3167342.65,3076374.08,2996439.99
2022-11-17,3110.96,3115.44,3115.43,3087.17,2870284.0,-4.55,-0.15,3108.036,3083.759,3029.628,3386643.15,3106226.55,2969089.91
2022-11-16,3133.65,3145.75,3119.98,3115.35,3034298.5,-14.1,-0.45,3092.176,3071.997,3025.609,3353329.95,3078546.73,2947943.79
2022-11-15,3081.13,3135.59,3134.08,3074.5,3314705.75,50.68,1.64,3077.814,3060.336,3021.829,3217744.9,3100195.13,2911676.51
2022-11-14,3100.87,3121.41,3083.4,3075.22,3617882.25,-3.89,-0.13,3063.896,3043.848,3019.173,3067847.75,3088534.13,2868758.6
2022-11-11,3099.65,3117.74,3087.29,3070.3,4096045.25,51.16,1.69,3062.78,3024.856,3019.25,2985405.5,3028740.1,2819168.8
2022-11-10,3031.69,3047.98,3036.13,3022.85,2703718.0,-12.04,-0.4,3059.482,3007.72,3018.485,2825809.95,2911666.88,2753018.56
2022-11-09,3064.46,3073.92,3048.17,3046.19,2356373.25,-16.32,-0.53,3051.818,3002.397,3017.496,2803763.5,2906903.33,2742674.3
2022-11-08,3077.31,3078.28,3064.49,3047.46,2565220.0,-13.33,-0.43,3042.858,2997.53,3016.363,2982645.35,2939955.5,2748862.41
2022-11-07,3062.86,3088.19,3077.82,3054.46,3205671.0,7.02,0.23,3023.8,2988.709,3012.128,3109220.5,2938987.65,2724919.39
2022-11-04,2997.0,3081.59,3070.8,2997.0,3298067.5,72.99,2.44,2986.932,2978.683,3006.945,3072074.7,2916505.9,2686338.25
2022-11-03,2981.2,3003.72,2997.81,2977.72,2593485.75,-5.56,-0.18,2955.958,2975.496,3004.624,2997523.8,2831953.28,2623492.54
2022-11-02,2960.65,3019.05,3003.37,2954.95,3250782.5,34.17,1.15,2952.976,2979.22,3006.794,3010043.15,2817340.85,2608833.47
2022-11-01,2899.5,2969.2,2969.2,2896.76,3198095.75,75.72,2.62,2952.202,2983.321,3008.879,2897265.65,2723157.9,2561343.67
2022-10-31,2893.2,2926.02,2893.48,2885.09,3019942.0,-22.45,-0.77,2953.618,2994.497,3015.112,2768754.8,2648983.08,2517806.53
2022-10-28,2967.02,2974.24,2915.93,2908.98,2925313.0,-66.97,-2.25,2970.434,3013.643,3022.999,2760937.1,2609597.5,2498158.74
2022-10-27,3005.04,3017.26,2982.9,2981.69,2656082.5,-16.6,-0.55,2995.034,3029.249,3031.621,2666382.75,2594370.25,2473421.96
2022-10-26,2977.56,3028.35,2999.5,2977.56,2686895.0,23.22,0.78,3005.464,3032.595,3037.922,2624638.55,2578445.28,2451188.18
2022-10-25,2969.16,3001.72,2976.28,2944.26,2555541.5,-1.28,-0.04,3014.44,3035.196,3043.806,2549050.15,2557769.33,2433329.68
2022-10-24,3034.75,3064.42,2977.56,2965.17,2980853.5,-61.37,-2.02,3035.376,3035.547,3051.112,2529211.35,2510851.13,2415523.87
2022-10-21,3038.04,3055.42,3038.93,3026.96,2452541.25,3.88,0.13,3056.852,3035.206,3058.014,2458257.9,2456170.6,2391038.02
2022-10-20,3029.3,3070.26,3035.05,3013.69,2447361.5,-9.33,-0.31,3063.464,3033.752,3062.388,2522357.75,2415031.81,2426648.91
2022-10-19,3073.26,3081.39,3044.38,3044.38,2308953.0,-36.58,-1.19,3059.726,3034.367,3070.631,2532252.0,2400326.09,2466883.89
2022-10-18,3094.93,3099.92,3080.96,3074.22,2456347.5,-3.98,-0.13,3055.952,3034.436,3080.289,2566488.5,2399529.44,2479032.93
2022-10-17,3060.52,3087.19,3084.94,3052.71,2626086.25,12.95,0.42,3035.718,3035.726,3089.431,2492490.9,2386629.99,2494310.47
2022-10-14,3035.03,3084.27,3071.99,3035.03,2773040.5,55.63,1.84,3013.56,3032.355,3098.287,2454083.3,2386719.99,2504919.99
2022-10-13,3008.3,3036.25,3016.36,3004.5,2496832.75,-9.15,-0.3,3004.04,3033.993,3106.467,2307705.88,2352473.66,2507108.14
2022-10-12,2976.72,3025.51,3025.51,2934.09,2480135.5,45.72,1.53,3009.008,3043.248,3117.963,2268400.18,2323931.09,2532773.74
2022-10-11,2978.06,2986.91,2979.79,2953.5,2086359.5,5.64,0.19,3012.92,3052.415,3128.86,2232570.38,2308890.04,2568201.82
2022-10-10,3026.94,3029.45,2974.15,2968.28,2434048.25,-50.24,-1.66,3035.734,3066.677,3139.866,2280769.08,2320196.61,2604221.66
2022-09-30,3042.17,3054.61,3024.39,3021.93,2041153.38,-16.81,-0.55,3051.15,3080.822,3150.483,2319356.68,2325905.44,2607747.69
2022-09-29,3067.47,3076.76,3041.2,3026.08,2300304.25,-3.87,-0.13,3063.946,3091.023,3158.512,2397241.45,2438266.0,2643020.3
2022-09-28,3089.1,3089.1,3045.07,3044.86,2300986.5,-48.79,-1.58,3077.488,3106.895,3166.559,2379462.0,2533441.7,2700209.5
